2019-09-10 10:35:33.549 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.cloudserver.CloudServerApplicationTests], using SpringBootContextLoader
2019-09-10 11:42:27.717 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$dbd8cc52] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 11:42:28.765 [main] INFO  springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-09-10 11:42:29.073 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 11:42:29.081 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 11:42:29.446 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-10 11:42:31.089 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-09-10 11:42:31.113 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-09-10 11:42:31.173 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-09-10 11:42:31.401 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - Started CloudServerApplicationTests in 7.857 seconds (JVM running for 9.767)
2019-09-10 11:42:31.403 [main] INFO  com.example.cloudserver.CloudServerApplication - 【==> qidong:452】
2019-09-10 11:42:31.791 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2019-09-10 11:42:31.795 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry - Unregistering application CLOUD-SERVER with eureka with status DOWN
2019-09-10 11:42:31.800 [Thread-5] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-09-10 11:43:57.765 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.cloudserver.CloudServerApplicationTests], using SpringBootContextLoader
2019-09-10 11:43:57.777 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.cloudserver.CloudServerApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-09-10 11:43:57.779 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.cloudserver.CloudServerApplicationTests]: CloudServerApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-09-10 11:43:58.024 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.cloudserver.CloudServerApplication for test class com.example.cloudserver.CloudServerApplicationTests
2019-09-10 11:43:58.262 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-09-10 11:43:58.277 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@ea6147e, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4d02f94e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2b48a640, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1e683a3e, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2053d869, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7a419da4, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@14555e0a, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4bb33f74, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@759d26fb, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3c73951]
2019-09-10 11:44:00.184 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$dbd8cc52] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 11:44:00.652 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - No active profile set, falling back to default profiles: default
2019-09-10 11:44:01.901 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=2dd1ac89-9895-3530-822d-20367fc5fd3b
2019-09-10 11:44:02.127 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$dbd8cc52] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 11:44:03.120 [main] INFO  springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-09-10 11:44:03.410 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 11:44:03.418 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 11:44:03.766 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-10 11:44:05.240 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-09-10 11:44:05.269 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-09-10 11:44:05.324 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-09-10 11:44:05.541 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - Started CloudServerApplicationTests in 7.177 seconds (JVM running for 8.794)
2019-09-10 11:44:05.544 [main] INFO  com.example.cloudserver.CloudServerApplication - 【==> qidong:452】
2019-09-10 11:44:05.987 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2019-09-10 11:44:05.991 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry - Unregistering application CLOUD-SERVER with eureka with status DOWN
2019-09-10 11:44:05.997 [Thread-5] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-09-10 13:34:57.800 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.cloudserver.CloudServerApplicationTests], using SpringBootContextLoader
2019-09-10 13:34:57.813 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.cloudserver.CloudServerApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-09-10 13:34:57.815 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.cloudserver.CloudServerApplicationTests]: CloudServerApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-09-10 13:34:58.047 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.cloudserver.CloudServerApplication for test class com.example.cloudserver.CloudServerApplicationTests
2019-09-10 13:34:58.282 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-09-10 13:34:58.303 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@56aaaecd, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@522a32b1, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@35390ee3, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5e01a982, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5ddea849, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@5ee2b6f9, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@23d1e5d0, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@704f1591, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@58fb7731, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@13e547a9]
2019-09-10 13:34:59.883 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$da534f65] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 13:35:00.563 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - No active profile set, falling back to default profiles: default
2019-09-10 13:35:03.152 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=2dd1ac89-9895-3530-822d-20367fc5fd3b
2019-09-10 13:35:03.545 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$da534f65] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 13:35:05.174 [main] INFO  springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-09-10 13:35:05.787 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 13:35:05.804 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 13:35:06.458 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-10 13:35:08.576 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-09-10 13:35:08.618 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-09-10 13:35:08.692 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-09-10 13:35:08.979 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - Started CloudServerApplicationTests in 10.576 seconds (JVM running for 13.708)
2019-09-10 13:35:08.982 [main] INFO  com.example.cloudserver.CloudServerApplication - 【==> qidong:452】
2019-09-10 13:36:03.106 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2019-09-10 13:36:03.111 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry - Unregistering application CLOUD-SERVER with eureka with status DOWN
2019-09-10 13:36:03.117 [Thread-5] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-09-10 13:39:17.518 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.cloudserver.CloudServerApplicationTests], using SpringBootContextLoader
2019-09-10 13:39:17.526 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.cloudserver.CloudServerApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-09-10 13:39:17.527 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.cloudserver.CloudServerApplicationTests]: CloudServerApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-09-10 13:39:17.699 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.cloudserver.CloudServerApplication for test class com.example.cloudserver.CloudServerApplicationTests
2019-09-10 13:39:17.883 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-09-10 13:39:17.897 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@56aaaecd, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@522a32b1, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@35390ee3, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5e01a982, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5ddea849, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@5ee2b6f9, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@23d1e5d0, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@704f1591, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@58fb7731, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@13e547a9]
2019-09-10 13:39:19.322 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$1a6a627a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 13:39:19.897 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - No active profile set, falling back to default profiles: default
2019-09-10 13:39:21.615 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=2dd1ac89-9895-3530-822d-20367fc5fd3b
2019-09-10 13:39:21.863 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$1a6a627a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 13:39:23.058 [main] INFO  springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-09-10 13:39:23.407 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 13:39:23.416 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 13:39:23.911 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-10 13:39:25.592 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-09-10 13:39:25.637 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-09-10 13:39:25.721 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-09-10 13:39:25.998 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - Started CloudServerApplicationTests in 8.023 seconds (JVM running for 11.105)
2019-09-10 13:39:26.001 [main] INFO  com.example.cloudserver.CloudServerApplication - 【==> qidong:452】
2019-09-10 13:39:47.028 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2019-09-10 13:39:47.033 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry - Unregistering application CLOUD-SERVER with eureka with status DOWN
2019-09-10 13:39:47.039 [Thread-5] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-09-10 13:40:36.462 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.cloudserver.CloudServerApplicationTests], using SpringBootContextLoader
2019-09-10 13:40:36.478 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.cloudserver.CloudServerApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-09-10 13:40:36.480 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.cloudserver.CloudServerApplicationTests]: CloudServerApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-09-10 13:40:36.798 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.cloudserver.CloudServerApplication for test class com.example.cloudserver.CloudServerApplicationTests
2019-09-10 13:40:37.099 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-09-10 13:40:37.121 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@56aaaecd, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@522a32b1, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@35390ee3, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5e01a982, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5ddea849, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@5ee2b6f9, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@23d1e5d0, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@704f1591, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@58fb7731, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@13e547a9]
2019-09-10 13:40:39.164 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$b4c1162d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 13:40:39.790 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - No active profile set, falling back to default profiles: default
2019-09-10 13:40:41.242 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=2dd1ac89-9895-3530-822d-20367fc5fd3b
2019-09-10 13:40:41.520 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$b4c1162d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-09-10 13:40:42.747 [main] INFO  springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-09-10 13:40:43.108 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 13:40:43.115 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-09-10 13:40:43.540 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-10 13:40:45.190 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-09-10 13:40:45.225 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-09-10 13:40:45.288 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-09-10 13:40:45.535 [main] INFO  com.example.cloudserver.CloudServerApplicationTests - Started CloudServerApplicationTests in 8.231 seconds (JVM running for 10.967)
2019-09-10 13:40:45.537 [main] INFO  com.example.cloudserver.CloudServerApplication - 【==> qidong:452】
2019-09-10 13:40:46.022 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2019-09-10 13:40:46.027 [Thread-5] INFO  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry - Unregistering application CLOUD-SERVER with eureka with status DOWN
2019-09-10 13:40:46.034 [Thread-5] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-09-10 13:43:22.130 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.cloudserver.CloudServerApplicationTests], using SpringBootContextLoader
2019-09-10 13:43:22.137 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.cloudserver.CloudServerApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-09-10 13:43:22.139 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.cloudserver.CloudServerApplicationTests]: CloudServerApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-09-10 13:43:22.354 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.cloudserver.CloudServerApplication for test class com.example.cloudserver.CloudServerApplicationTests
